contract_type_id,contract_type,customer_id,contract_type_id,paperless_billing,customer_id,churn_month,customer_id,gender,senior_citizen,partner,dependents,customer_id,payment_type_id,monthly_charges,total_charges,customer_id,signup_date,customer_id,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,internet_service_type_id,internet_service_type,payment_type_id,payment_type
1,Month-to-month,2656-FMOKZ,1,Yes,2656-FMOKZ,2022-01-31,2656-FMOKZ,Female,1,No,No,2656-FMOKZ,2,74.45,1145.7,2656-FMOKZ,"2020-10-21 18:07:34",2656-FMOKZ,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3606-TWKGI,1,Yes,3606-TWKGI,2022-01-31,3606-TWKGI,Male,1,No,No,3606-TWKGI,1,106.9,1364.3,3606-TWKGI,"2020-12-21 18:07:34",3606-TWKGI,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3871-IKPYH,1,No,3871-IKPYH,2022-01-31,3871-IKPYH,Male,1,No,No,3871-IKPYH,1,69.1,69.1,3871-IKPYH,"2021-12-21 18:07:34",3871-IKPYH,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4116-TZAQJ,1,Yes,4116-TZAQJ,2022-01-31,4116-TZAQJ,Female,0,No,No,4116-TZAQJ,4,74.25,639.65,4116-TZAQJ,"2021-04-21 18:07:34",4116-TZAQJ,Yes,No,2,Yes,No,No,No,No,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,5698-BQJOH,1,No,5698-BQJOH,2022-01-31,5698-BQJOH,Female,0,No,No,5698-BQJOH,1,94.4,857.25,5698-BQJOH,"2021-04-21 18:07:34",5698-BQJOH,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5868-YWPDW,1,Yes,5868-YWPDW,2022-01-31,5868-YWPDW,Male,1,Yes,No,5868-YWPDW,1,84.2,519.15,5868-YWPDW,"2021-07-21 18:07:34",5868-YWPDW,Yes,No,2,No,Yes,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,6230-BSUXY,1,Yes,6230-BSUXY,2022-01-31,6230-BSUXY,Female,1,No,No,6230-BSUXY,1,85,85,6230-BSUXY,"2021-12-21 18:07:34",6230-BSUXY,Yes,No,2,No,No,Yes,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7410-KTVFV,1,Yes,7410-KTVFV,2022-01-31,7410-KTVFV,Male,0,Yes,No,7410-KTVFV,2,49.55,878.35,7410-KTVFV,"2020-07-21 18:07:34",7410-KTVFV,Yes,No,1,No,No,Yes,No,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,8580-AECUZ,1,Yes,8580-AECUZ,2022-01-31,8580-AECUZ,Male,1,No,No,8580-AECUZ,1,79.1,79.1,8580-AECUZ,"2021-12-21 18:07:34",8580-AECUZ,Yes,No,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,9734-UYXQI,1,Yes,9734-UYXQI,2022-01-31,9734-UYXQI,Female,0,No,No,9734-UYXQI,1,49.4,106.55,9734-UYXQI,"2021-11-21 18:07:34",9734-UYXQI,Yes,Yes,1,No,No,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,2737-WFVYW,1,Yes,2737-WFVYW,2022-01-31,2737-WFVYW,Female,0,No,No,2737-WFVYW,1,45.25,85.5,2737-WFVYW,"2021-11-21 18:07:34",2737-WFVYW,No,"No phone service",1,No,No,No,No,Yes,Yes,1,DSL,1,"Electronic check"
1,Month-to-month,3398-FSHON,1,Yes,3398-FSHON,2022-01-31,3398-FSHON,Female,1,No,No,3398-FSHON,1,91.3,1094.5,3398-FSHON,"2021-01-21 18:07:34",3398-FSHON,Yes,Yes,2,No,Yes,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
3,"Two year",3400-ESFUW,3,No,3400-ESFUW,2022-01-31,3400-ESFUW,Male,0,Yes,Yes,3400-ESFUW,3,57.55,3046.4,3400-ESFUW,"2017-06-21 18:07:34",3400-ESFUW,Yes,No,1,Yes,Yes,No,Yes,No,No,1,DSL,3,"Bank transfer (automatic)"
1,Month-to-month,5154-VEKBL,1,No,5154-VEKBL,2022-01-31,5154-VEKBL,Female,0,No,No,5154-VEKBL,2,58.5,539.85,5154-VEKBL,"2021-04-21 18:07:34",5154-VEKBL,No,"No phone service",1,Yes,No,Yes,Yes,Yes,Yes,1,DSL,2,"Mailed check"
1,Month-to-month,5376-DEQCP,1,Yes,5376-DEQCP,2022-01-31,5376-DEQCP,Female,0,No,No,5376-DEQCP,1,70.6,70.6,5376-DEQCP,"2021-12-21 18:07:34",5376-DEQCP,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5922-ABDVO,1,No,5922-ABDVO,2022-01-31,5922-ABDVO,Female,0,Yes,No,5922-ABDVO,2,89.65,1761.05,5922-ABDVO,"2020-06-21 18:07:34",5922-ABDVO,Yes,Yes,2,No,No,Yes,No,No,Yes,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,6284-AHOOQ,1,Yes,6284-AHOOQ,2022-01-31,6284-AHOOQ,Male,1,No,No,6284-AHOOQ,3,90.5,1910.6,6284-AHOOQ,"2020-03-21 18:07:34",6284-AHOOQ,Yes,Yes,2,No,No,No,Yes,Yes,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,6711-FLDFB,1,Yes,6711-FLDFB,2022-01-31,6711-FLDFB,Female,0,No,No,6711-FLDFB,1,74.9,541.15,6711-FLDFB,"2021-06-21 18:07:34",6711-FLDFB,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,8149-RSOUN,1,Yes,8149-RSOUN,2022-01-31,8149-RSOUN,Female,0,No,No,8149-RSOUN,1,93.85,93.85,8149-RSOUN,"2021-12-21 18:07:34",8149-RSOUN,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2619-WFQWU,1,Yes,2619-WFQWU,2022-01-31,2619-WFQWU,Female,0,No,No,2619-WFQWU,2,70.15,70.15,2619-WFQWU,"2021-12-21 18:07:34",2619-WFQWU,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
2,"One year",3594-UVONA,2,Yes,3594-UVONA,2022-01-31,3594-UVONA,Female,0,No,No,3594-UVONA,4,85.95,3110.1,3594-UVONA,"2019-02-21 18:07:34",3594-UVONA,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,1,DSL,4,"Credit card (automatic)"
2,"One year",3763-GCZHZ,2,Yes,3763-GCZHZ,2022-01-31,3763-GCZHZ,Male,0,Yes,No,3763-GCZHZ,1,104.05,6890,3763-GCZHZ,"2016-07-21 18:07:34",3763-GCZHZ,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
2,"One year",3863-IUBJR,2,No,3863-IUBJR,2022-01-31,3863-IUBJR,Male,0,Yes,Yes,3863-IUBJR,4,53.65,696.35,3863-IUBJR,"2021-01-21 18:07:34",3863-IUBJR,Yes,No,1,No,No,No,No,No,Yes,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,3992-YWPKO,1,Yes,3992-YWPKO,2022-01-31,3992-YWPKO,Female,0,No,No,3992-YWPKO,4,109.9,669.45,3992-YWPKO,"2021-07-21 18:07:34",3992-YWPKO,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,4439-JMPMT,1,Yes,4439-JMPMT,2022-01-31,4439-JMPMT,Female,0,Yes,Yes,4439-JMPMT,1,85.75,470.95,4439-JMPMT,"2021-08-21 18:07:34",4439-JMPMT,Yes,No,2,No,No,No,Yes,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4919-MOAVT,1,No,4919-MOAVT,2022-01-31,4919-MOAVT,Male,0,No,Yes,4919-MOAVT,1,69.65,220.1,4919-MOAVT,"2021-10-21 18:07:34",4919-MOAVT,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5277-ZLOOR,1,Yes,5277-ZLOOR,2022-01-31,5277-ZLOOR,Female,1,No,No,5277-ZLOOR,1,85.55,187.45,5277-ZLOOR,"2021-11-21 18:07:34",5277-ZLOOR,Yes,Yes,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5923-GXUOC,1,Yes,5923-GXUOC,2022-01-31,5923-GXUOC,Male,0,No,No,5923-GXUOC,1,104.4,1081.45,5923-GXUOC,"2021-03-21 18:07:34",5923-GXUOC,Yes,No,2,Yes,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,6900-PXRMS,1,No,6900-PXRMS,2022-01-31,6900-PXRMS,Male,1,Yes,Yes,6900-PXRMS,1,105.75,2710.25,6900-PXRMS,"2019-11-21 18:07:34",6900-PXRMS,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7235-NXZCP,1,Yes,7235-NXZCP,2022-01-31,7235-NXZCP,Male,1,No,No,7235-NXZCP,2,74.85,156.4,7235-NXZCP,"2021-11-21 18:07:34",7235-NXZCP,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,7743-EXURX,1,Yes,7743-EXURX,2022-01-31,7743-EXURX,Male,0,Yes,Yes,7743-EXURX,1,51.05,415.05,7743-EXURX,"2021-05-21 18:07:34",7743-EXURX,Yes,No,1,No,No,Yes,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,7752-XUSCI,1,Yes,7752-XUSCI,2022-01-31,7752-XUSCI,Female,0,No,No,7752-XUSCI,1,105.9,6396.45,7752-XUSCI,"2017-01-21 18:07:34",7752-XUSCI,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7825-GKXMW,1,No,7825-GKXMW,2022-01-31,7825-GKXMW,Female,0,No,No,7825-GKXMW,1,45.8,45.8,7825-GKXMW,"2021-12-21 18:07:34",7825-GKXMW,Yes,No,1,No,No,No,No,No,No,1,DSL,1,"Electronic check"
3,"Two year",9053-JZFKV,3,No,9053-JZFKV,2022-01-31,9053-JZFKV,Male,0,No,No,9053-JZFKV,4,116.2,7752.3,9053-JZFKV,"2016-06-21 18:07:34",9053-JZFKV,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,9824-BEMCV,1,Yes,9824-BEMCV,2022-01-31,9824-BEMCV,Male,0,Yes,Yes,9824-BEMCV,1,69,1149.65,9824-BEMCV,"2020-08-21 18:07:34",9824-BEMCV,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,1513-XNPPH,1,Yes,1513-XNPPH,2022-01-31,1513-XNPPH,Female,0,No,No,1513-XNPPH,1,89.4,1095.65,1513-XNPPH,"2021-01-21 18:07:34",1513-XNPPH,Yes,No,2,No,No,Yes,Yes,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2359-KMGLI,1,Yes,2359-KMGLI,2022-01-31,2359-KMGLI,Male,0,No,No,2359-KMGLI,1,80.25,1861.5,2359-KMGLI,"2020-01-21 18:07:34",2359-KMGLI,Yes,Yes,2,No,Yes,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3097-NQYSN,1,Yes,3097-NQYSN,2022-01-31,3097-NQYSN,Male,1,Yes,No,3097-NQYSN,2,86.85,156.35,3097-NQYSN,"2021-11-21 18:07:34",3097-NQYSN,Yes,Yes,2,No,No,No,No,Yes,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3551-HUAZH,1,Yes,3551-HUAZH,2022-01-31,3551-HUAZH,Male,1,No,No,3551-HUAZH,1,74.4,74.4,3551-HUAZH,"2021-12-21 18:07:34",3551-HUAZH,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3891-PUQOD,1,No,3891-PUQOD,2022-01-31,3891-PUQOD,Female,0,No,Yes,3891-PUQOD,1,59.2,59.2,3891-PUQOD,"2021-12-21 18:07:34",3891-PUQOD,Yes,No,1,No,No,Yes,No,No,Yes,1,DSL,1,"Electronic check"
1,Month-to-month,4184-TJFAN,1,Yes,4184-TJFAN,2022-01-31,4184-TJFAN,Female,1,Yes,Yes,4184-TJFAN,2,88.3,273.75,4184-TJFAN,"2021-10-21 18:07:34",4184-TJFAN,Yes,No,2,Yes,No,No,Yes,Yes,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,4871-JTKJF,1,Yes,4871-JTKJF,2022-01-31,4871-JTKJF,Female,1,No,No,4871-JTKJF,1,69.65,69.65,4871-JTKJF,"2021-12-21 18:07:34",4871-JTKJF,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,6825-UYPFK,1,No,6825-UYPFK,2022-01-31,6825-UYPFK,Female,0,No,No,6825-UYPFK,3,75.6,1758.6,6825-UYPFK,"2020-02-21 18:07:34",6825-UYPFK,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,7493-TPUWZ,1,Yes,7493-TPUWZ,2022-01-31,7493-TPUWZ,Male,0,No,No,7493-TPUWZ,1,79.15,79.15,7493-TPUWZ,"2021-12-21 18:07:34",7493-TPUWZ,Yes,Yes,2,No,Yes,No,No,No,No,2,"Fiber optic",1,"Electronic check"
2,"One year",7657-DYEPJ,2,Yes,7657-DYEPJ,2022-01-31,7657-DYEPJ,Male,1,No,No,7657-DYEPJ,4,70.15,2497.35,7657-DYEPJ,"2018-11-21 18:07:34",7657-DYEPJ,Yes,No,1,No,Yes,Yes,Yes,Yes,No,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,8263-JQAIK,1,Yes,8263-JQAIK,2022-01-31,8263-JQAIK,Male,1,No,No,8263-JQAIK,2,24.45,47.5,8263-JQAIK,"2021-11-21 18:07:34",8263-JQAIK,No,"No phone service",1,No,No,No,No,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,8634-MPHTR,1,Yes,8634-MPHTR,2022-01-31,8634-MPHTR,Male,1,Yes,No,8634-MPHTR,1,100.05,4871.05,8634-MPHTR,"2018-02-21 18:07:34",8634-MPHTR,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2272-QAGFO,1,Yes,2272-QAGFO,2022-01-31,2272-QAGFO,Female,1,No,No,2272-QAGFO,1,74.3,1096.25,2272-QAGFO,"2020-11-21 18:07:34",2272-QAGFO,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4030-VPZBD,1,Yes,4030-VPZBD,2022-01-31,4030-VPZBD,Female,0,No,No,4030-VPZBD,1,30.9,59.05,4030-VPZBD,"2021-11-21 18:07:34",4030-VPZBD,No,"No phone service",1,No,No,No,Yes,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,4373-MAVJG,1,Yes,4373-MAVJG,2022-01-31,4373-MAVJG,Female,0,Yes,Yes,4373-MAVJG,3,90.9,1259,4373-MAVJG,"2020-11-21 18:07:34",4373-MAVJG,Yes,Yes,2,No,Yes,No,No,No,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,4720-VSTSI,1,Yes,4720-VSTSI,2022-01-31,4720-VSTSI,Female,0,No,No,4720-VSTSI,3,84.8,3862.55,4720-VSTSI,"2018-05-21 18:07:34",4720-VSTSI,Yes,Yes,2,No,Yes,Yes,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,4895-TMWIR,1,No,4895-TMWIR,2022-01-31,4895-TMWIR,Male,1,Yes,No,4895-TMWIR,2,19.95,214.75,4895-TMWIR,"2021-02-21 18:07:34",4895-TMWIR,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
1,Month-to-month,5766-ZJYBB,1,No,5766-ZJYBB,2022-01-31,5766-ZJYBB,Male,0,No,No,5766-ZJYBB,2,19.4,19.4,5766-ZJYBB,"2021-12-21 18:07:34",5766-ZJYBB,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
1,Month-to-month,7481-ATQQS,1,Yes,7481-ATQQS,2022-01-31,7481-ATQQS,Female,1,No,No,7481-ATQQS,4,90.85,4515.85,7481-ATQQS,"2017-12-21 18:07:34",7481-ATQQS,Yes,Yes,2,No,No,Yes,No,No,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,8414-MYSHR,1,Yes,8414-MYSHR,2022-01-31,8414-MYSHR,Male,1,No,No,8414-MYSHR,1,91.4,449.75,8414-MYSHR,"2021-08-21 18:07:34",8414-MYSHR,Yes,No,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,8988-ECPJR,1,Yes,8988-ECPJR,2022-01-31,8988-ECPJR,Female,1,Yes,Yes,8988-ECPJR,2,79.6,2718.3,8988-ECPJR,"2019-03-21 18:07:34",8988-ECPJR,Yes,Yes,2,No,Yes,No,No,No,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,9191-MYQKX,1,Yes,9191-MYQKX,2022-01-31,9191-MYQKX,Female,0,Yes,No,9191-MYQKX,3,75.15,496.9,9191-MYQKX,"2021-06-21 18:07:34",9191-MYQKX,Yes,No,2,No,No,Yes,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,9606-PBKBQ,1,Yes,9606-PBKBQ,2022-01-31,9606-PBKBQ,Male,1,Yes,No,9606-PBKBQ,1,85,2642.05,9606-PBKBQ,"2019-05-21 18:07:34",9606-PBKBQ,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,9689-PTNPG,1,Yes,9689-PTNPG,2022-01-31,9689-PTNPG,Male,0,No,No,9689-PTNPG,1,80.25,144.55,9689-PTNPG,"2021-11-21 18:07:34",9689-PTNPG,Yes,No,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2195-ZRVAX,1,Yes,2195-ZRVAX,2022-01-31,2195-ZRVAX,Female,0,Yes,No,2195-ZRVAX,1,85.3,4045.65,2195-ZRVAX,"2018-02-21 18:07:34",2195-ZRVAX,Yes,No,2,No,No,Yes,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2930-UOTMB,1,No,2930-UOTMB,2022-01-31,2930-UOTMB,Female,0,No,No,2930-UOTMB,4,65.25,1994.3,2930-UOTMB,"2019-06-21 18:07:34",2930-UOTMB,Yes,Yes,1,Yes,No,Yes,Yes,No,No,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,4077-CROMM,1,Yes,4077-CROMM,2022-01-31,4077-CROMM,Female,0,Yes,Yes,4077-CROMM,1,104.2,3243.45,4077-CROMM,"2019-06-21 18:07:34",4077-CROMM,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5366-IJEQJ,1,Yes,5366-IJEQJ,2022-01-31,5366-IJEQJ,Male,0,No,No,5366-IJEQJ,1,88.7,1761.45,5366-IJEQJ,"2020-05-21 18:07:34",5366-IJEQJ,Yes,Yes,2,No,No,Yes,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,6959-UWKHF,1,Yes,6959-UWKHF,2022-01-31,6959-UWKHF,Male,0,No,No,6959-UWKHF,1,42.9,42.9,6959-UWKHF,"2021-12-21 18:07:34",6959-UWKHF,Yes,No,1,No,No,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,6986-IJDHX,1,Yes,6986-IJDHX,2022-01-31,6986-IJDHX,Male,0,Yes,Yes,6986-IJDHX,2,86.3,3266,6986-IJDHX,"2018-10-21 18:07:34",6986-IJDHX,Yes,No,2,No,Yes,No,No,Yes,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,7503-QQRVF,1,Yes,7503-QQRVF,2022-01-31,7503-QQRVF,Male,1,Yes,No,7503-QQRVF,4,74.3,1178.25,7503-QQRVF,"2020-09-21 18:07:34",7503-QQRVF,Yes,No,2,No,Yes,No,No,No,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,9828-AOQLM,1,Yes,9828-AOQLM,2022-01-31,9828-AOQLM,Female,0,Yes,Yes,9828-AOQLM,1,45.7,45.7,9828-AOQLM,"2021-12-21 18:07:34",9828-AOQLM,Yes,No,1,No,No,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,9850-OWRHQ,1,Yes,9850-OWRHQ,2022-01-31,9850-OWRHQ,Female,0,Yes,No,9850-OWRHQ,4,74.1,228,9850-OWRHQ,"2021-10-21 18:07:34",9850-OWRHQ,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,0654-HMSHN,1,No,0654-HMSHN,2022-01-31,0654-HMSHN,Male,0,Yes,Yes,0654-HMSHN,1,104.4,2157.95,0654-HMSHN,"2020-04-21 18:07:34",0654-HMSHN,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0895-DQHEW,1,Yes,0895-DQHEW,2022-01-31,0895-DQHEW,Male,0,Yes,No,0895-DQHEW,1,104.3,5278.15,0895-DQHEW,"2017-07-21 18:07:34",0895-DQHEW,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,1120-BMWUB,1,Yes,1120-BMWUB,2022-01-31,1120-BMWUB,Female,0,No,No,1120-BMWUB,2,53.9,834.15,1120-BMWUB,"2020-09-21 18:07:34",1120-BMWUB,Yes,No,1,No,Yes,No,Yes,No,No,1,DSL,2,"Mailed check"
2,"One year",4322-RCYMT,2,Yes,4322-RCYMT,2022-01-31,4322-RCYMT,Male,0,Yes,Yes,4322-RCYMT,3,75.8,5293.95,4322-RCYMT,"2016-05-21 18:07:34",4322-RCYMT,Yes,Yes,1,No,Yes,Yes,Yes,No,Yes,1,DSL,3,"Bank transfer (automatic)"
1,Month-to-month,4529-CKBCL,1,Yes,4529-CKBCL,2022-01-31,4529-CKBCL,Female,0,No,No,4529-CKBCL,1,80.2,146.05,4529-CKBCL,"2021-11-21 18:07:34",4529-CKBCL,Yes,No,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4713-LZDRV,1,Yes,4713-LZDRV,2022-01-31,4713-LZDRV,Female,1,No,No,4713-LZDRV,1,79.6,195.05,4713-LZDRV,"2021-11-21 18:07:34",4713-LZDRV,Yes,No,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4795-KTRTH,1,Yes,4795-KTRTH,2022-01-31,4795-KTRTH,Female,1,Yes,No,4795-KTRTH,1,81,371.65,4795-KTRTH,"2021-08-21 18:07:34",4795-KTRTH,Yes,Yes,2,No,Yes,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5899-MQZZL,1,Yes,5899-MQZZL,2022-01-31,5899-MQZZL,Female,0,No,No,5899-MQZZL,2,75,999.45,5899-MQZZL,"2020-12-21 18:07:34",5899-MQZZL,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,5960-WPXQM,1,Yes,5960-WPXQM,2022-01-31,5960-WPXQM,Male,0,No,No,5960-WPXQM,1,79.05,79.05,5960-WPXQM,"2021-12-21 18:07:34",5960-WPXQM,Yes,No,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,6168-WFVVF,1,Yes,6168-WFVVF,2022-01-31,6168-WFVVF,Female,1,No,No,6168-WFVVF,1,70.3,235.5,6168-WFVVF,"2021-10-21 18:07:34",6168-WFVVF,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7379-POKDZ,1,Yes,7379-POKDZ,2022-01-31,7379-POKDZ,Male,0,Yes,No,7379-POKDZ,1,70.3,208.85,7379-POKDZ,"2021-10-21 18:07:34",7379-POKDZ,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7721-JXEAW,1,Yes,7721-JXEAW,2022-01-31,7721-JXEAW,Male,0,Yes,No,7721-JXEAW,3,41.05,2452.7,7721-JXEAW,"2017-02-21 18:07:34",7721-JXEAW,No,"No phone service",1,No,Yes,No,No,No,Yes,1,DSL,3,"Bank transfer (automatic)"
1,Month-to-month,8603-IJWDN,1,Yes,8603-IJWDN,2022-01-31,8603-IJWDN,Male,0,No,No,8603-IJWDN,1,86.6,86.6,8603-IJWDN,"2021-12-21 18:07:34",8603-IJWDN,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0397-GZBBC,1,Yes,0397-GZBBC,2022-01-31,0397-GZBBC,Male,1,Yes,No,0397-GZBBC,3,93.85,5574.75,0397-GZBBC,"2017-02-21 18:07:34",0397-GZBBC,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,0426-TIRNE,1,No,0426-TIRNE,2022-01-31,0426-TIRNE,Female,0,No,No,0426-TIRNE,2,20.9,20.9,0426-TIRNE,"2021-12-21 18:07:34",0426-TIRNE,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
1,Month-to-month,2575-GFSOE,1,Yes,2575-GFSOE,2022-01-31,2575-GFSOE,Female,0,Yes,Yes,2575-GFSOE,1,69,506.9,2575-GFSOE,"2021-06-21 18:07:34",2575-GFSOE,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3068-OMWZA,1,Yes,3068-OMWZA,2022-01-31,3068-OMWZA,Male,1,No,No,3068-OMWZA,1,88.8,88.8,3068-OMWZA,"2021-12-21 18:07:34",3068-OMWZA,Yes,Yes,2,No,No,Yes,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3148-BLQJT,1,No,3148-BLQJT,2022-01-31,3148-BLQJT,Male,0,No,No,3148-BLQJT,2,20.1,20.1,3148-BLQJT,"2021-12-21 18:07:34",3148-BLQJT,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
2,"One year",3424-NMNBO,2,Yes,3424-NMNBO,2022-01-31,3424-NMNBO,Male,1,Yes,No,3424-NMNBO,1,108.85,6287.25,3424-NMNBO,"2017-03-21 18:07:34",3424-NMNBO,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3550-SAHFP,1,Yes,3550-SAHFP,2022-01-31,3550-SAHFP,Female,0,No,No,3550-SAHFP,1,83.35,2757.85,3550-SAHFP,"2019-04-21 18:07:34",3550-SAHFP,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
