customer_id,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,customer_id,signup_date,customer_id,contract_type_id,paperless_billing,customer_id,gender,senior_citizen,partner,dependents,customer_id,payment_type_id,monthly_charges,total_charges,customer_id,churn_month,payment_type_id,payment_type,internet_service_type_id,internet_service_type,contract_type_id,contract_type
5442-UTCVD,Yes,Yes,2,No,No,Yes,No,No,Yes,5442-UTCVD,"2021-10-21 18:07:34",5442-UTCVD,1,No,5442-UTCVD,Male,0,No,Yes,5442-UTCVD,1,91.85,257.05,5442-UTCVD,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5442-XSDCW,Yes,No,2,No,No,No,No,Yes,No,5442-XSDCW,"2021-02-21 18:07:34",5442-XSDCW,1,Yes,5442-XSDCW,Male,0,Yes,Yes,5442-XSDCW,3,79.5,868.5,5442-XSDCW,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
5443-SCMKX,Yes,Yes,2,No,Yes,Yes,No,No,Yes,5443-SCMKX,"2017-03-21 18:07:34",5443-SCMKX,2,Yes,5443-SCMKX,Female,0,Yes,No,5443-SCMKX,1,94.3,5610.15,NULL,NULL,1,"Electronic check",2,"Fiber optic",2,"One year"
5445-GLVOT,Yes,No,1,Yes,No,No,No,No,No,5445-GLVOT,"2020-03-21 18:07:34",5445-GLVOT,1,Yes,5445-GLVOT,Female,0,No,No,5445-GLVOT,1,49.8,1049.05,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
5445-PZWGX,Yes,Yes,2,Yes,Yes,No,Yes,No,Yes,5445-PZWGX,"2016-11-21 18:07:34",5445-PZWGX,2,No,5445-PZWGX,Male,0,No,No,5445-PZWGX,1,102,6529.25,5445-PZWGX,2022-01-31,1,"Electronic check",2,"Fiber optic",2,"One year"
5445-UTODQ,Yes,No,2,No,No,No,No,Yes,No,5445-UTODQ,"2021-06-21 18:07:34",5445-UTODQ,1,Yes,5445-UTODQ,Female,0,Yes,No,5445-UTODQ,1,81.1,576.65,5445-UTODQ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5446-DKWYW,Yes,Yes,1,No,No,Yes,No,Yes,No,5446-DKWYW,"2016-12-21 18:07:34",5446-DKWYW,2,Yes,5446-DKWYW,Female,1,Yes,Yes,5446-DKWYW,1,65.2,3965.05,NULL,NULL,1,"Electronic check",1,DSL,2,"One year"
5447-VYTKW,Yes,No,1,Yes,No,No,Yes,No,No,5447-VYTKW,"2019-10-21 18:07:34",5447-VYTKW,1,No,5447-VYTKW,Male,0,No,No,5447-VYTKW,2,53.45,1461.45,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
5447-WZAFP,Yes,No,2,No,Yes,Yes,No,Yes,Yes,5447-WZAFP,"2017-08-21 18:07:34",5447-WZAFP,2,Yes,5447-WZAFP,Female,0,No,No,5447-WZAFP,2,100.3,5200.8,NULL,NULL,2,"Mailed check",2,"Fiber optic",2,"One year"
5448-VWNAM,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,5448-VWNAM,"2020-06-21 18:07:34",5448-VWNAM,1,Yes,5448-VWNAM,Female,0,No,Yes,5448-VWNAM,2,75.9,1375.6,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
5449-FIBXJ,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,5449-FIBXJ,"2020-06-21 18:07:34",5449-FIBXJ,1,No,5449-FIBXJ,Male,0,Yes,Yes,5449-FIBXJ,1,103.3,2012.7,5449-FIBXJ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5451-MHQOF,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5451-MHQOF,"2017-05-21 18:07:34",5451-MHQOF,2,Yes,5451-MHQOF,Male,0,Yes,Yes,5451-MHQOF,2,24.45,1431.65,NULL,NULL,2,"Mailed check",3,None,2,"One year"
5451-YHYPW,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,5451-YHYPW,"2016-01-21 18:07:34",5451-YHYPW,3,Yes,5451-YHYPW,Female,1,Yes,No,5451-YHYPW,4,115.75,8443.7,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
5453-AXEPF,Yes,Yes,2,No,Yes,No,No,No,No,5453-AXEPF,"2020-08-21 18:07:34",5453-AXEPF,1,Yes,5453-AXEPF,Male,0,Yes,No,5453-AXEPF,3,80.5,1336.9,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
5453-YBTWV,Yes,No,2,Yes,Yes,Yes,Yes,Yes,No,5453-YBTWV,"2016-03-21 18:07:34",5453-YBTWV,3,Yes,5453-YBTWV,Male,0,Yes,Yes,5453-YBTWV,4,101.1,6994.8,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
5456-ITGIC,No,"No phone service",1,Yes,Yes,Yes,Yes,Yes,Yes,5456-ITGIC,"2016-01-21 18:07:34",5456-ITGIC,3,Yes,5456-ITGIC,Male,1,Yes,No,5456-ITGIC,4,64.45,4641.1,NULL,NULL,4,"Credit card (automatic)",1,DSL,3,"Two year"
5457-COLHT,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,5457-COLHT,"2016-04-21 18:07:34",5457-COLHT,3,No,5457-COLHT,Male,0,Yes,Yes,5457-COLHT,3,80.65,5542.55,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
5458-CQJTA,Yes,No,1,Yes,No,No,Yes,Yes,Yes,5458-CQJTA,"2016-08-21 18:07:34",5458-CQJTA,3,Yes,5458-CQJTA,Male,0,Yes,Yes,5458-CQJTA,3,74.8,4820.15,5458-CQJTA,2022-01-31,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
5461-QKNTN,Yes,Yes,2,No,Yes,No,Yes,Yes,No,5461-QKNTN,"2018-06-21 18:07:34",5461-QKNTN,1,Yes,5461-QKNTN,Male,1,Yes,No,5461-QKNTN,1,94.3,3953.15,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5465-BUBFA,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5465-BUBFA,"2018-08-21 18:07:34",5465-BUBFA,3,No,5465-BUBFA,Female,0,Yes,Yes,5465-BUBFA,3,19.3,772.4,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
5468-BPMMO,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5468-BPMMO,"2018-03-21 18:07:34",5468-BPMMO,1,No,5468-BPMMO,Male,0,Yes,No,5468-BPMMO,1,19.6,851.2,NULL,NULL,1,"Electronic check",3,None,1,Month-to-month
5469-CTCWN,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,5469-CTCWN,"2016-12-21 18:07:34",5469-CTCWN,2,Yes,5469-CTCWN,Male,0,Yes,Yes,5469-CTCWN,1,106,6547.7,5469-CTCWN,2022-01-31,1,"Electronic check",2,"Fiber optic",2,"One year"
5469-NUJUR,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5469-NUJUR,"2020-06-21 18:07:34",5469-NUJUR,3,Yes,5469-NUJUR,Male,0,No,No,5469-NUJUR,2,19.95,373.5,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
5472-CVMDX,No,"No phone service",1,Yes,No,Yes,Yes,No,No,5472-CVMDX,"2016-05-21 18:07:34",5472-CVMDX,3,No,5472-CVMDX,Female,0,No,No,5472-CVMDX,2,38.9,2719.2,NULL,NULL,2,"Mailed check",1,DSL,3,"Two year"
5473-KHBPS,Yes,Yes,2,No,Yes,Yes,No,Yes,No,5473-KHBPS,"2017-09-21 18:07:34",5473-KHBPS,2,Yes,5473-KHBPS,Female,0,Yes,Yes,5473-KHBPS,4,95.7,4976.15,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
5474-LAMUQ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5474-LAMUQ,"2020-01-21 18:07:34",5474-LAMUQ,2,No,5474-LAMUQ,Male,0,Yes,No,5474-LAMUQ,2,20.1,533.9,NULL,NULL,2,"Mailed check",3,None,2,"One year"
5478-JJVZK,Yes,Yes,1,Yes,Yes,No,No,No,No,5478-JJVZK,"2019-04-21 18:07:34",5478-JJVZK,1,Yes,5478-JJVZK,Female,0,No,No,5478-JJVZK,2,60.9,2033.85,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
5480-HPRRX,No,"No phone service",1,No,No,No,No,No,No,5480-HPRRX,"2021-10-21 18:07:34",5480-HPRRX,1,No,5480-HPRRX,Female,1,No,No,5480-HPRRX,1,25.3,77.75,5480-HPRRX,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
5480-TBGPH,Yes,No,2,No,Yes,Yes,No,Yes,Yes,5480-TBGPH,"2020-01-21 18:07:34",5480-TBGPH,1,Yes,5480-TBGPH,Female,0,Yes,No,5480-TBGPH,4,99.3,2431.35,5480-TBGPH,2022-01-31,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
5480-XTFFL,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5480-XTFFL,"2019-06-21 18:07:34",5480-XTFFL,3,No,5480-XTFFL,Female,0,Yes,Yes,5480-XTFFL,2,21,697.7,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
5481-NTDOH,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,5481-NTDOH,"2016-06-21 18:07:34",5481-NTDOH,2,Yes,5481-NTDOH,Female,1,Yes,No,5481-NTDOH,4,107.05,7142.5,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
5482-NUPNA,Yes,No,1,Yes,Yes,No,Yes,No,No,5482-NUPNA,"2021-09-21 18:07:34",5482-NUPNA,1,Yes,5482-NUPNA,Female,0,No,No,5482-NUPNA,2,60.4,272.15,5482-NUPNA,2022-01-31,2,"Mailed check",1,DSL,1,Month-to-month
5482-PLVPE,No,"No phone service",1,No,No,No,No,No,No,5482-PLVPE,"2021-11-21 18:07:34",5482-PLVPE,1,No,5482-PLVPE,Female,1,No,No,5482-PLVPE,1,24.35,41.85,5482-PLVPE,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
5482-VXSXJ,Yes,No,2,No,Yes,No,No,Yes,Yes,5482-VXSXJ,"2020-03-21 18:07:34",5482-VXSXJ,1,Yes,5482-VXSXJ,Male,0,No,No,5482-VXSXJ,2,93.2,2157.3,NULL,NULL,2,"Mailed check",2,"Fiber optic",1,Month-to-month
5485-ITNPC,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,5485-ITNPC,"2016-07-21 18:07:34",5485-ITNPC,3,Yes,5485-ITNPC,Male,0,Yes,No,5485-ITNPC,3,85.9,5595.3,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
5485-WUYWF,Yes,No,1,Yes,No,Yes,No,Yes,No,5485-WUYWF,"2021-11-21 18:07:34",5485-WUYWF,1,No,5485-WUYWF,Male,1,No,No,5485-WUYWF,3,66.4,94.55,5485-WUYWF,2022-01-31,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
5493-SDRDQ,Yes,No,1,Yes,No,Yes,No,No,No,5493-SDRDQ,"2021-11-21 18:07:34",5493-SDRDQ,1,Yes,5493-SDRDQ,Male,0,No,No,5493-SDRDQ,2,55.1,113.35,5493-SDRDQ,2022-01-31,2,"Mailed check",1,DSL,1,Month-to-month
5494-HECPR,Yes,No,2,No,No,No,No,Yes,No,5494-HECPR,"2021-12-21 18:07:34",5494-HECPR,1,Yes,5494-HECPR,Female,0,No,No,5494-HECPR,1,80.25,80.25,5494-HECPR,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5494-WOZRZ,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,5494-WOZRZ,"2016-02-21 18:07:34",5494-WOZRZ,3,Yes,5494-WOZRZ,Female,0,Yes,Yes,5494-WOZRZ,4,82,5999.85,NULL,NULL,4,"Credit card (automatic)",1,DSL,3,"Two year"
5495-GPSRW,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5495-GPSRW,"2020-05-21 18:07:34",5495-GPSRW,3,Yes,5495-GPSRW,Male,0,No,No,5495-GPSRW,2,19.7,419.4,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
5498-IBWPI,Yes,No,1,No,No,No,Yes,No,No,5498-IBWPI,"2016-07-21 18:07:34",5498-IBWPI,2,Yes,5498-IBWPI,Female,0,Yes,Yes,5498-IBWPI,4,49.4,3251.85,NULL,NULL,4,"Credit card (automatic)",1,DSL,2,"One year"
5498-TXHLF,Yes,Yes,2,No,No,Yes,No,Yes,No,5498-TXHLF,"2019-03-21 18:07:34",5498-TXHLF,1,No,5498-TXHLF,Female,0,Yes,Yes,5498-TXHLF,1,87.45,2874.15,5498-TXHLF,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5499-ECUTN,Yes,No,1,Yes,No,Yes,No,Yes,No,5499-ECUTN,"2018-02-21 18:07:34",5499-ECUTN,2,Yes,5499-ECUTN,Female,0,Yes,No,5499-ECUTN,4,66.05,3021.45,NULL,NULL,4,"Credit card (automatic)",1,DSL,2,"One year"
5501-TVMGM,Yes,No,1,No,No,No,No,No,Yes,5501-TVMGM,"2021-12-21 18:07:34",5501-TVMGM,1,Yes,5501-TVMGM,Male,0,No,No,5501-TVMGM,1,55.25,55.25,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
5502-RLUYV,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,5502-RLUYV,"2016-04-21 18:07:34",5502-RLUYV,1,Yes,5502-RLUYV,Female,0,Yes,Yes,5502-RLUYV,1,103.95,7446.9,5502-RLUYV,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5504-WSIUR,Yes,Yes,2,No,Yes,Yes,Yes,No,No,5504-WSIUR,"2016-03-21 18:07:34",5504-WSIUR,2,Yes,5504-WSIUR,Female,0,No,No,5504-WSIUR,3,90.25,6385.95,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
5505-OVWQW,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5505-OVWQW,"2020-08-21 18:07:34",5505-OVWQW,2,No,5505-OVWQW,Female,0,No,No,5505-OVWQW,2,20.15,353.65,NULL,NULL,2,"Mailed check",3,None,2,"One year"
5510-BOIUJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5510-BOIUJ,"2021-12-21 18:07:34",5510-BOIUJ,1,No,5510-BOIUJ,Male,0,No,Yes,5510-BOIUJ,2,19.25,19.25,5510-BOIUJ,2022-01-31,2,"Mailed check",3,None,1,Month-to-month
5512-IDZEI,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5512-IDZEI,"2018-03-21 18:07:34",5512-IDZEI,2,No,5512-IDZEI,Male,0,Yes,Yes,5512-IDZEI,1,24.9,1174.8,NULL,NULL,1,"Electronic check",3,None,2,"One year"
5514-YQENT,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,5514-YQENT,"2018-08-21 18:07:34",5514-YQENT,3,Yes,5514-YQENT,Male,0,No,Yes,5514-YQENT,1,111.15,4507.15,NULL,NULL,1,"Electronic check",2,"Fiber optic",3,"Two year"
5515-AKOAJ,Yes,Yes,2,No,No,No,Yes,Yes,Yes,5515-AKOAJ,"2017-07-21 18:07:34",5515-AKOAJ,1,Yes,5515-AKOAJ,Female,0,No,No,5515-AKOAJ,1,100.1,5440.9,5515-AKOAJ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5515-IDEJJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5515-IDEJJ,"2021-12-21 18:07:34",5515-IDEJJ,1,No,5515-IDEJJ,Male,0,Yes,Yes,5515-IDEJJ,2,19.9,19.9,5515-IDEJJ,2022-01-31,2,"Mailed check",3,None,1,Month-to-month
5515-RUGKN,Yes,No,1,No,No,No,No,No,Yes,5515-RUGKN,"2021-05-21 18:07:34",5515-RUGKN,1,Yes,5515-RUGKN,Male,0,No,No,5515-RUGKN,4,54.75,438.05,NULL,NULL,4,"Credit card (automatic)",1,DSL,1,Month-to-month
5519-NPHVG,Yes,Yes,2,No,No,No,No,Yes,Yes,5519-NPHVG,"2021-01-21 18:07:34",5519-NPHVG,1,Yes,5519-NPHVG,Female,0,No,No,5519-NPHVG,1,94.2,1046.1,5519-NPHVG,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5519-TEEUH,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5519-TEEUH,"2019-04-21 18:07:34",5519-TEEUH,2,Yes,5519-TEEUH,Male,0,No,Yes,5519-TEEUH,2,20.15,682.15,NULL,NULL,2,"Mailed check",3,None,2,"One year"
5519-YLDGW,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,5519-YLDGW,"2020-04-21 18:07:34",5519-YLDGW,1,Yes,5519-YLDGW,Female,0,Yes,No,5519-YLDGW,1,103.9,2254.2,5519-YLDGW,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5520-FVEWJ,Yes,Yes,2,No,Yes,Yes,No,No,No,5520-FVEWJ,"2021-01-21 18:07:34",5520-FVEWJ,1,Yes,5520-FVEWJ,Female,0,Yes,Yes,5520-FVEWJ,1,84.5,916.9,5520-FVEWJ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5522-JBWMO,Yes,No,1,No,No,No,No,No,No,5522-JBWMO,"2021-12-21 18:07:34",5522-JBWMO,1,No,5522-JBWMO,Male,0,No,Yes,5522-JBWMO,1,44,44,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
5522-NYKPB,Yes,No,2,No,No,No,Yes,Yes,No,5522-NYKPB,"2019-12-21 18:07:34",5522-NYKPB,1,No,5522-NYKPB,Male,0,Yes,Yes,5522-NYKPB,1,85.9,2199.05,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5524-KHNJP,Yes,No,1,Yes,No,Yes,No,Yes,Yes,5524-KHNJP,"2019-04-21 18:07:34",5524-KHNJP,2,No,5524-KHNJP,Male,0,Yes,Yes,5524-KHNJP,4,74.75,2453.3,NULL,NULL,4,"Credit card (automatic)",1,DSL,2,"One year"
5527-ACHSO,Yes,No,1,No,No,No,Yes,Yes,Yes,5527-ACHSO,"2021-02-21 18:07:34",5527-ACHSO,1,No,5527-ACHSO,Female,0,No,No,5527-ACHSO,2,70.5,829.3,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
5529-GIBVH,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5529-GIBVH,"2018-02-21 18:07:34",5529-GIBVH,3,No,5529-GIBVH,Female,0,No,No,5529-GIBVH,2,20.15,1046.2,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
5533-NHFRF,No,"No phone service",1,No,Yes,No,Yes,No,Yes,5533-NHFRF,"2021-06-21 18:07:34",5533-NHFRF,1,Yes,5533-NHFRF,Male,1,No,No,5533-NHFRF,1,44.4,265.8,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
5533-RJFTJ,No,"No phone service",1,No,No,Yes,No,No,No,5533-RJFTJ,"2017-12-21 18:07:34",5533-RJFTJ,1,Yes,5533-RJFTJ,Male,0,No,No,5533-RJFTJ,3,30.2,1453.1,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
5536-RTPWK,Yes,Yes,2,No,Yes,No,No,Yes,Yes,5536-RTPWK,"2017-12-21 18:07:34",5536-RTPWK,1,Yes,5536-RTPWK,Male,0,Yes,No,5536-RTPWK,3,99.05,4853.75,5536-RTPWK,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
5536-SLHPM,Yes,Yes,2,No,No,Yes,No,No,No,5536-SLHPM,"2017-06-21 18:07:34",5536-SLHPM,1,Yes,5536-SLHPM,Female,0,Yes,No,5536-SLHPM,1,77.75,4458.15,5536-SLHPM,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5537-UXXVS,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5537-UXXVS,"2020-05-21 18:07:34",5537-UXXVS,1,No,5537-UXXVS,Female,0,Yes,No,5537-UXXVS,3,19.25,375.25,NULL,NULL,3,"Bank transfer (automatic)",3,None,1,Month-to-month
5539-HIVAK,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5539-HIVAK,"2019-09-21 18:07:34",5539-HIVAK,1,No,5539-HIVAK,Female,1,Yes,No,5539-HIVAK,2,25.7,734.6,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
5539-TMZLF,Yes,No,2,No,No,No,No,No,No,5539-TMZLF,"2021-12-21 18:07:34",5539-TMZLF,1,Yes,5539-TMZLF,Male,1,No,No,5539-TMZLF,1,69.75,69.75,5539-TMZLF,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5542-DHSXL,Yes,No,1,Yes,Yes,No,No,No,No,5542-DHSXL,"2021-09-21 18:07:34",5542-DHSXL,1,No,5542-DHSXL,Female,0,Yes,No,5542-DHSXL,2,54.7,235.05,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
5542-NKVRU,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5542-NKVRU,"2018-07-21 18:07:34",5542-NKVRU,3,Yes,5542-NKVRU,Female,0,No,No,5542-NKVRU,3,20.75,844.45,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
5542-TBBWB,Yes,No,2,No,No,No,No,No,No,5542-TBBWB,"2021-12-21 18:07:34",5542-TBBWB,1,Yes,5542-TBBWB,Male,0,No,No,5542-TBBWB,1,69.9,69.9,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5543-QDCRY,Yes,No,1,No,No,No,No,Yes,No,5543-QDCRY,"2021-09-21 18:07:34",5543-QDCRY,1,Yes,5543-QDCRY,Male,0,No,No,5543-QDCRY,1,56.4,234.85,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
5546-BYZSM,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5546-BYZSM,"2018-08-21 18:07:34",5546-BYZSM,1,No,5546-BYZSM,Female,0,No,No,5546-BYZSM,1,20.45,775.6,NULL,NULL,1,"Electronic check",3,None,1,Month-to-month
5546-QUERU,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5546-QUERU,"2020-12-21 18:07:34",5546-QUERU,2,Yes,5546-QUERU,Male,0,No,No,5546-QUERU,2,19.95,257,NULL,NULL,2,"Mailed check",3,None,2,"One year"
5549-ZGHFB,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5549-ZGHFB,"2017-11-21 18:07:34",5549-ZGHFB,3,No,5549-ZGHFB,Male,0,Yes,Yes,5549-ZGHFB,2,24.95,1261.45,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
5550-VFRLC,Yes,No,2,No,No,No,No,No,No,5550-VFRLC,"2021-12-21 18:07:34",5550-VFRLC,1,Yes,5550-VFRLC,Female,1,No,No,5550-VFRLC,1,69.85,69.85,5550-VFRLC,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5552-ZNFSJ,Yes,No,1,No,No,No,No,No,No,5552-ZNFSJ,"2021-12-21 18:07:34",5552-ZNFSJ,1,No,5552-ZNFSJ,Male,0,No,No,5552-ZNFSJ,1,45.3,45.3,5552-ZNFSJ,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
5553-AOINX,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,5553-AOINX,"2016-07-21 18:07:34",5553-AOINX,2,Yes,5553-AOINX,Female,1,Yes,Yes,5553-AOINX,1,104.9,6891.45,NULL,NULL,1,"Electronic check",2,"Fiber optic",2,"One year"
5555-RNPGT,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5555-RNPGT,"2021-03-21 18:07:34",5555-RNPGT,1,No,5555-RNPGT,Male,0,No,Yes,5555-RNPGT,4,24.8,223.9,NULL,NULL,4,"Credit card (automatic)",3,None,1,Month-to-month
5561-NWEVX,Yes,Yes,2,No,No,Yes,No,No,No,5561-NWEVX,"2021-11-21 18:07:34",5561-NWEVX,1,No,5561-NWEVX,Female,1,Yes,No,5561-NWEVX,1,79.2,172.85,5561-NWEVX,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5562-BETPV,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5562-BETPV,"2021-12-21 18:07:34",5562-BETPV,2,No,5562-BETPV,Male,0,Yes,Yes,5562-BETPV,2,19.65,19.65,NULL,NULL,2,"Mailed check",3,None,2,"One year"
5562-YJQGT,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5562-YJQGT,"2021-11-21 18:07:34",5562-YJQGT,1,No,5562-YJQGT,Female,0,No,No,5562-YJQGT,4,20.35,35.1,NULL,NULL,4,"Credit card (automatic)",3,None,1,Month-to-month
5564-NEMQO,Yes,No,2,No,No,Yes,No,No,No,5564-NEMQO,"2021-12-21 18:07:34",5564-NEMQO,1,Yes,5564-NEMQO,Female,1,No,No,5564-NEMQO,3,75.3,75.3,5564-NEMQO,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
5565-FILXA,Yes,Yes,2,No,No,No,No,Yes,Yes,5565-FILXA,"2020-09-21 18:07:34",5565-FILXA,1,Yes,5565-FILXA,Female,1,No,No,5565-FILXA,1,96.15,1529.2,5565-FILXA,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5566-SOEZD,Yes,No,2,Yes,Yes,No,No,No,No,5566-SOEZD,"2019-10-21 18:07:34",5566-SOEZD,2,Yes,5566-SOEZD,Male,0,Yes,Yes,5566-SOEZD,4,80.65,2209.75,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
5567-GZKQY,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",5567-GZKQY,"2017-03-21 18:07:34",5567-GZKQY,3,No,5567-GZKQY,Male,0,No,No,5567-GZKQY,4,20.3,1131.5,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
5567-WSELE,Yes,Yes,2,No,No,No,No,Yes,Yes,5567-WSELE,"2021-10-21 18:07:34",5567-WSELE,1,Yes,5567-WSELE,Male,1,Yes,No,5567-WSELE,1,94.6,279.55,5567-WSELE,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
5568-DMXZS,Yes,No,1,No,Yes,No,Yes,Yes,No,5568-DMXZS,"2021-05-21 18:07:34",5568-DMXZS,1,Yes,5568-DMXZS,Female,0,No,No,5568-DMXZS,1,65.45,554.45,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
5569-IDSEY,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,5569-IDSEY,"2016-02-21 18:07:34",5569-IDSEY,2,Yes,5569-IDSEY,Male,0,Yes,No,5569-IDSEY,3,105.7,7472.15,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
